iter	RMSE
0	0.07181612907
1	0.07067692116
2	0.0695583208
3	0.06850552699
4	0.06746358328
5	0.06651954897
6	0.0656358578
7	0.06470383609
8	0.0638574209
9	0.06280803555
10	0.06192583442
11	0.06117887252
12	0.06037245489
13	0.05960462136
14	0.05887190527
15	0.05817608635
16	0.05754904055
17	0.05679294627
18	0.05614828492
19	0.05551329291
20	0.05486969187
21	0.05428345589
22	0.0536524611
23	0.05305522181
24	0.05235045308
25	0.05183764289
26	0.05122322222
27	0.05058892654
28	0.04995452496
29	0.04944825273
30	0.04896941434
31	0.0484380999
32	0.04793411199
33	0.04752479729
34	0.04702456083
35	0.04651728876
36	0.0461371138
37	0.04577105693
38	0.04536159423
39	0.04499459672
40	0.04463894057
41	0.04426717762
42	0.0439375916
43	0.04357714593
44	0.0433013227
45	0.04287370524
46	0.04257687947
47	0.04223293893
48	0.04187604529
49	0.041585205
50	0.04118672839
51	0.0409778573
52	0.04071846777
53	0.04043039212
54	0.04007454293
55	0.03981423811
56	0.03949981009
57	0.03922627901
58	0.03905900323
59	0.03890869564
60	0.0386835705
61	0.03841628251
62	0.03817232569
63	0.03794972278
64	0.03776081041
65	0.03755247236
66	0.0373588211
67	0.03716956098
68	0.03694560227
69	0.03673814972
70	0.03663514836
71	0.03645009067
72	0.0362714783
73	0.03610366488
74	0.03594770604
75	0.03578775564
76	0.03564241224
77	0.03557159346
78	0.03544586763
79	0.03531192257
80	0.03517469915
81	0.03501275117
82	0.03485125758
83	0.03475324374
84	0.03461184916
85	0.03447904194
86	0.03437639575
87	0.03423368402
88	0.03407834079
89	0.03393021317
90	0.033743354
91	0.03363497393
92	0.03351578653
93	0.03343582269
94	0.03328946551
95	0.03317136677
96	0.03301332151
97	0.03298171178
98	0.03288973831
99	0.03278708126
100	0.03270744168
101	0.03264473056
102	0.03254397732
103	0.03247189415
104	0.03240086792
105	0.03231153764
106	0.03223694344
107	0.03218259533
108	0.03209727548
109	0.03207717312
110	0.031973395
111	0.03184199295
112	0.03172755972
113	0.03163480607
114	0.03157636682
115	0.03149704136
116	0.03143411925
117	0.03139845116
118	0.03129840067
119	0.03123807245
120	0.03122529883
121	0.03114828481
122	0.03110729529
123	0.03097737806
124	0.03088531329
125	0.03080564761
126	0.03068937994
127	0.03064248495
128	0.03055322241
129	0.0304794002
130	0.03043713328
131	0.03033780321
132	0.03023625604
133	0.03017500814
134	0.03012038086
135	0.03004955174
136	0.02997520955
137	0.02987906755
138	0.02982330482
139	0.02974779931
140	0.02968612113
141	0.02959880742
142	0.02955042891
143	0.02940654395
144	0.02934061104
145	0.02928956672
146	0.02921031358
147	0.02914192123
148	0.02908364151
149	0.02901645391
150	0.02897359913
151	0.02891677565
152	0.02884399343
153	0.02879929882
154	0.0287673992
155	0.02870373255
156	0.02865906301
157	0.02859341604
158	0.02848930381
159	0.02845908905
160	0.02840803111
161	0.02831975862
162	0.02829001736
163	0.02827606886
164	0.02822352747
165	0.02814183437
166	0.0280805491
167	0.02801704568
168	0.02794459664
169	0.02789654457
170	0.02779541689
171	0.02771130994
172	0.02766929751
173	0.02765244164
174	0.02759484553
175	0.02757830402
176	0.02753064652
177	0.0274682213
178	0.02742651917
179	0.02739167028
180	0.02733306959
181	0.0272908788
182	0.02721553851
183	0.02714278383
184	0.02707012767
185	0.02703413874
186	0.02698019629
187	0.02693480675
188	0.02685613809
189	0.02680919578
190	0.02672155284
191	0.02667444099
192	0.02662197729
193	0.02657712483
194	0.02650927325
195	0.02642719631
196	0.02637907721
197	0.02629275642
198	0.02626098841
199	0.02619530059
200	0.02613316615
201	0.02606053721
202	0.02603963425
203	0.02602336328
204	0.02597522112
205	0.02586820144
206	0.02585044404
207	0.02583725445
208	0.02581442519
209	0.025762201
210	0.0257223889
211	0.02567963269
212	0.02561849687
213	0.02557962292
214	0.0255187716
215	0.02550007009
216	0.0254217532
217	0.02539946195
218	0.02537305396
219	0.02531752105
220	0.02528377726
221	0.02524258742
222	0.02520966891
223	0.02511805243
224	0.02508284005
225	0.02503269797
226	0.02496722314
227	0.02494639247
228	0.02488629675
229	0.02483013266
