iter	RMSE
141	0.1669436267
142	0.1666780677
143	0.1665489401
144	0.1663348927
145	0.1659798402
146	0.1657770006
147	0.1656679253
148	0.1655082902
149	0.1652747871
150	0.1648793998
151	0.1645177362
152	0.1643287582
153	0.1639887541
154	0.1637696808
155	0.1634404869
156	0.1632932047
157	0.1629815183
158	0.1627594325
159	0.1625837376
160	0.1624044707
161	0.1622009083
162	0.1620540937
163	0.1617163786
164	0.1615585257
165	0.1613731955
166	0.1611110729
167	0.1609372943
168	0.1606848023
169	0.1604077846
170	0.1602991148
171	0.1600415314
172	0.1597445957
173	0.1595238372
174	0.1594007388
175	0.1591619158
176	0.1590571225
177	0.1588385341
178	0.158595569
179	0.158329963
180	0.1581067873
181	0.1580039414
182	0.1577995492
183	0.1576170144
184	0.1574046703
185	0.157151941
186	0.1570091261
187	0.1566980074
188	0.1564826312
189	0.1562530957
190	0.1560819683
191	0.1557540198
192	0.1556254027
193	0.1553093111
194	0.1551520765
195	0.1549972926
196	0.1549353744
197	0.1548055019
198	0.1547022376
199	0.1545029233
200	0.1543269077
201	0.1540924218
202	0.1538978303
203	0.1537291345
204	0.1536033972
205	0.1534064447
206	0.1532927679
207	0.1531805194
208	0.1530144595
209	0.1527518244
210	0.1526579475
211	0.1525749973
212	0.1523177338
213	0.1521535447
214	0.1520092364
215	0.1518069043
216	0.1516001625
217	0.1514686412
218	0.1513635989
219	0.1512909653
220	0.1510967121
221	0.1510162775
222	0.1507935472
223	0.1505815059
224	0.1504008775
225	0.1502418618
226	0.1500937419
227	0.149988322
228	0.1497967622
229	0.1496396963
230	0.1495227883
231	0.1494213081
232	0.1492770175
233	0.1491815396
234	0.1490131642
235	0.1488633658
236	0.1486550521
237	0.1485801751
238	0.1485069723
239	0.1484063243
240	0.1482067421
241	0.148063324
242	0.147893684
243	0.1477378942
244	0.1475987895
245	0.1474635525
246	0.1473602112
247	0.1472423085
248	0.1471301214
249	0.1469874257
250	0.1468218934
251	0.1466592804
252	0.146530568
253	0.1463680687
254	0.1462341893
255	0.1460482685
256	0.1459096992
257	0.1457527442
258	0.1456560177
259	0.1455298914
260	0.1453621638
261	0.145303959
262	0.1452127162
263	0.1450856442
264	0.1449527146
265	0.1448216163
266	0.1447054434
267	0.1446345985
268	0.1442958704
269	0.1440252128
270	0.1439067142
271	0.1438149197
272	0.1435399126
273	0.1434299784
274	0.1432917292
275	0.143148698
276	0.1430659486
277	0.1430049996
278	0.1429324422
279	0.1428263636
280	0.1426262137
281	0.1424776017
282	0.1422869844
283	0.1421129159
284	0.1419804504
285	0.1418604482
286	0.1418150247
287	0.1416867152
288	0.1415205577
289	0.1412577833
290	0.1411106283
291	0.1411011977
292	0.1410215535
293	0.1409154692
294	0.1409072045
295	0.1407869083
296	0.1406753518
297	0.1405391396
298	0.1404494637
299	0.1403740727
300	0.1401454678
301	0.1400260643
302	0.139956127
303	0.139836097
304	0.1397742013
305	0.1396599265
306	0.139520555
307	0.1393850489
308	0.1392976067
309	0.1391697885
310	0.139079302
311	0.1390280153
312	0.1388035259
313	0.1387285195
314	0.1386123839
315	0.1385070858
316	0.138356555
317	0.1382573457
318	0.1381596331
319	0.1380880459
320	0.1380240802
321	0.1378951079
322	0.1378523258
323	0.1377224793
324	0.1376538591
325	0.1374618286
326	0.137368513
327	0.1372586473
328	0.1371864438
329	0.1370406313
330	0.1370112126
331	0.136771138
332	0.136620299
333	0.1365416483
334	0.1364014486
335	0.1363176685
336	0.1362358851
337	0.1361330799
338	0.1361146822
339	0.1360319024
340	0.1359311304
341	0.1358572557
342	0.135809067
343	0.1357514037
344	0.1357062837
345	0.1355383706
346	0.1354998423
347	0.1354267523
348	0.1353433676
349	0.1352502129
350	0.1351987326
351	0.1350039762
352	0.1348838951
353	0.134777078
354	0.134638941
355	0.1345262539
356	0.1344356527
357	0.1343476502
358	0.1343034367
359	0.134126834
360	0.1338572951
361	0.1337030493
362	0.1336911762
363	0.1336146249
364	0.1335565717
365	0.1334831824
366	0.1333966178
367	0.1333291527
368	0.1332410347
369	0.1331984171
370	0.1331731338
371	0.1331024868
372	0.1330810156
373	0.1330257894
374	0.1329739841
375	0.1329025274
376	0.1328370072
377	0.1326779086
378	0.1325660381
379	0.1324564312
380	0.1324554702
381	0.1323659506
382	0.1322829407
383	0.1321597661
384	0.1320504245
385	0.1320286887
386	0.1319537951
387	0.1318862664
388	0.1317863724
389	0.1316923262
390	0.1315634686
391	0.1314952387
392	0.1313926562
393	0.1313095704
394	0.1311949932
395	0.1310794862
396	0.1309655668
397	0.1309116938
398	0.1308029478
399	0.1307273413
400	0.1306655095
401	0.1305143504
402	0.1303681515
403	0.1302555508
404	0.130159907
405	0.1300806431
406	0.1300769995
407	0.1300189249
408	0.1299263241
409	0.1297872998
410	0.1295933228
411	0.129466182
412	0.1293278562
413	0.1292680668
414	0.1292144537
415	0.1290981133
416	0.1290098841
417	0.129001663
418	0.128883398
419	0.1287525251
420	0.1287519546
421	0.128702109
422	0.128685622
423	0.1285757342
424	0.1284971668
425	0.1283973657
426	0.128350879
427	0.1282641316
428	0.1282423187
429	0.1282101608
430	0.1281233843
431	0.1280359512
432	0.1278850929
433	0.1278846717
434	0.1278280622
435	0.1277970169
436	0.1276672175
437	0.1275839212
438	0.1274483782
439	0.1273653043
440	0.1273061562
441	0.127293663
442	0.1272268959
443	0.1271117952
444	0.126982944
445	0.1269040562
446	0.1268412731
447	0.1267244444
448	0.1266475243
449	0.1265493648
450	0.1265025937
451	0.1264318601
452	0.1264250868
453	0.126330795
454	0.126251845
455	0.1261715301
456	0.1261329658
457	0.1261154461
458	0.126019515
459	0.125955982
460	0.1259068665
461	0.1258404848
462	0.1258203959
463	0.1257150924
464	0.1256498154
465	0.1256350899
466	0.1255810772
467	0.125471895
468	0.1254241394
469	0.1253876651
470	0.1253358929
471	0.1252692867
472	0.1251801532
473	0.1250588377
474	0.1249628409
475	0.1248967071
476	0.1248302043
477	0.1247909326
478	0.1247631594
479	0.1246976355
480	0.1246663119
481	0.1246161237
482	0.1245219592
483	0.124417281
484	0.1243811888
485	0.124330062
486	0.1242785986
487	0.1242212336
488	0.1241646232
489	0.1240463815
490	0.1239301137
491	0.1238861101
492	0.1237787227
493	0.1237520647
494	0.1236340225
495	0.1235008439
496	0.1234153054
497	0.1233900034
498	0.1233392734
499	0.1233009838
